symbol,company_name,sector,industry,date,actual_price,predicted_naive,predicted_moving_average_30d,predicted_drift,predicted_recent_linear_trend_252d,predicted_recent_momentum_10d,predicted_adaptive_blended_momentum
A,A,Healthcare,Diagnostics & Research,2026-02-27,121.37999725341795,120.97000122070312,131.41399993896485,120.9747748290185,143.53504838402515,120.20434432388018,120.2799816835172
A,A,Healthcare,Diagnostics & Research,2026-03-02,118.16999816894533,121.37999725341795,130.59599990844725,121.38537618045842,143.52042177302002,121.03543840987382,120.99202140186328
A,A,Healthcare,Diagnostics & Research,2026-03-03,119.04000091552734,118.16999816894533,129.70733311971028,118.17063703442673,143.39673270158752,117.43199427175323,117.467485429263
A,A,Healthcare,Diagnostics & Research,2026-03-04,120.54000091552734,119.04000091552734,129.02066650390626,119.04190723894595,143.29444470710445,118.56748256145355,118.46816964484782
A,A,Healthcare,Diagnostics & Research,2026-03-05,118.11000061035156,120.54000091552734,128.510999806722,120.54410975523318,143.20403873759878,119.9180227884923,119.94987369246189
A,A,Healthcare,Diagnostics & Research,2026-03-06,115.06999969482422,118.11000061035156,127.7889996846517,118.11054983219626,143.04934796332287,117.31708216034168,117.49723598734877
A,A,Healthcare,Diagnostics & Research,2026-03-09,116.63999938964844,115.06999969482422,127.00366617838542,115.06621052874796,142.87458100786608,114.31497726465281,114.32646977037264
A,A,Healthcare,Diagnostics & Research,2026-03-10,115.43000030517578,116.63999938964844,126.38999938964844,116.63843833186739,142.72614112781162,115.90978521165094,116.09951824107767
A,A,Healthcare,Diagnostics & Research,2026-03-11,115.41999816894533,115.43000030517578,125.71599960327148,115.42672824152336,142.5606396187266,114.56937077584865,114.76653083540772
A,A,Healthcare,Diagnostics & Research,2026-03-12,111.62999725341795,115.41999816894533,125.03166631062825,115.41671673360514,142.35749787945971,114.52902373865201,114.72899582311899
A,A,Healthcare,Diagnostics & Research,2026-03-13,111.51000213623048,111.62999725341795,124.2903330485026,111.62148873481861,142.08782476894254,110.7366132420252,110.84086316930218
A,A,Healthcare,Diagnostics & Research,2026-03-16,111.83000183105467,111.51000213623048,123.56499964396158,111.50134336126861,141.80766163054452,110.56826484034553,110.78050833799313
A,A,Healthcare,Diagnostics & Research,2026-03-17,112.75,111.83000183105467,122.83099950154623,111.82178837590837,141.5131299563998,111.21501949974362,111.24277101985739
A,A,Healthcare,Diagnostics & Research,2026-03-18,111.5,112.75,122.0763328552246,112.74304849045673,141.26464389957113,112.13957696924123,112.23121478414113
A,A,Healthcare,Diagnostics & Research,2026-03-19,111.75,111.5,121.38833287556966,111.4913647539526,141.00763730207328,110.6341580379161,110.8464259876415
A,A,Healthcare,Diagnostics & Research,2026-03-20,111.3000030517578,111.75,120.68066635131837,111.7417136930911,140.7605405935472,111.13314833153001,111.28741351328196
A,A,Healthcare,Diagnostics & Research,2026-03-23,112.0199966430664,111.3000030517578,120.06933314005533,111.29112397234687,140.50022981060243,110.92986454366834,110.93125815419877
A,A,Healthcare,Diagnostics & Research,2026-03-24,114.1999969482422,112.0199966430664,119.48399963378907,112.01209728751881,140.23688186498836,111.56818293981127,111.67619881815367
A,A,Healthcare,Diagnostics & Research,2026-03-25,112.9800033569336,114.1999969482422,119.04066619873046,114.19507276588948,140.01269538366526,114.07771979811807,114.0388327236415
A,A,Healthcare,Diagnostics & Research,2026-03-26,113.4800033569336,112.9800033569336,118.50666631062826,112.9734224148324,139.77956352627106,112.7388590516568,112.75224932029914
A,A,Healthcare,Diagnostics & Research,2026-03-27,110.23999786376952,113.4800033569336,117.99266662597657,113.474110362572,139.54349516809074,113.66668192266326,113.43431851049324
A,A,Healthcare,Diagnostics & Research,2026-03-30,112.01000213623048,110.23999786376952,117.50466664632161,110.22977756478792,139.25176586903063,110.11379570435236,109.98564961942952
A,A,Healthcare,Diagnostics & Research,2026-03-31,113.9800033569336,112.01000213623048,117.0446667989095,112.0021450326672,138.98157903750518,112.02801809401427,111.86261339386937
A,A,Healthcare,Diagnostics & Research,2026-04-01,114.54000091552734,113.9800033569336,116.71500015258789,113.97481411912844,138.72501077677916,114.10373929379978,113.93164460094512
A,A,Healthcare,Diagnostics & Research,2026-04-02,115.4800033569336,114.54000091552734,116.30166676839193,114.5355819155198,138.47991753673898,114.8485228351628,114.61702869792683
A,A,Healthcare,Diagnostics & Research,2026-04-06,114.83999633789062,115.4800033569336,115.93966700236003,115.47687806789185,138.22644451915488,115.85978371654187,115.59766331640331
A,A,Healthcare,Diagnostics & Research,2026-04-07,113.87999725341795,114.83999633789062,115.67100016276042,114.83599887026031,137.97825782161698,115.20013004573745,115.04599407733069
A,A,Healthcare,Diagnostics & Research,2026-04-08,116.91999816894533,113.87999725341795,115.32700017293294,113.87470177234256,137.6641838965347,114.06768752790533,113.94958199188311
A,A,Healthcare,Diagnostics & Research,2026-04-09,115.38999938964844,116.91999816894533,115.07766672770182,116.91887078292929,137.3443953988675,117.19553627075818,117.07566355952402
A,A,Healthcare,Diagnostics & Research,2026-04-10,115.05999755859376,115.38999938964844,114.76666666666667,115.3867684817968,137.00373925078964,115.63380852258409,115.46209029760163
A,A,Healthcare,Diagnostics & Research,2026-04-13,117.5,115.05999755859376,114.56966654459636,115.05632143671497,136.62219080632187,115.21920187172549,115.06032993102615
A,A,Healthcare,Diagnostics & Research,2026-04-14,120.38999938964844,117.5,114.44033330281576,117.4996804197151,136.34020006052796,118.25179277604457,117.9038958963505
A,A,Healthcare,Diagnostics & Research,2026-04-15,119.7699966430664,120.38999938964844,114.51433334350585,120.39373531186673,136.04606829634625,121.26173364378386,121.00939841717755
A,A,Healthcare,Diagnostics & Research,2026-04-16,118.25,119.7699966430664,114.53866653442383,119.77285044447088,135.76232289643744,120.36493193348525,120.15249256789211
A,A,Healthcare,Diagnostics & Research,2026-04-17,121.87000274658205,118.25,114.46233317057292,118.25072180737138,135.47275009328965,118.62754591949833,118.51200546495072
A,A,Healthcare,Diagnostics & Research,2026-04-20,120.95999908447266,121.87000274658205,114.58766657511393,121.87582854667171,135.22277387091793,122.52813529896422,122.43952327617816
A,A,Healthcare,Diagnostics & Research,2026-04-21,122.08999633789062,120.95999908447266,114.78399988810222,120.96452113647776,134.95320132554752,121.58965756703739,121.40457629806193
A,A,Healthcare,Diagnostics & Research,2026-04-22,120.47000122070312,122.08999633789062,114.96566645304362,122.0961202818586,134.6980662759911,122.9428691022241,122.59884748631225
A,A,Healthcare,Diagnostics & Research,2026-04-23,114.41999816894533,120.47000122070312,115.1336664835612,120.47381896454974,134.39752719690745,120.83087660734739,120.71266330465983
A,A,Healthcare,Diagnostics & Research,2026-04-24,115.5500030517578,114.41999816894533,115.10033315022787,114.41550990468936,134.0195191779655,114.32344765828702,114.23317309915856
A,A,Healthcare,Diagnostics & Research,2026-04-27,115.62000274658205,115.5500030517578,115.23100001017252,115.5470364812073,133.67593514781336,115.59911822786516,115.38529656976098
A,A,Healthcare,Diagnostics & Research,2026-04-28,114.87000274658205,115.62000274658205,115.36800003051758,115.61713449886405,133.34868479833463,115.43366541840957,115.38240786008195
A,A,Healthcare,Diagnostics & Research,2026-04-29,111.3000030517578,114.87000274658205,115.46933339436849,114.86613298023487,133.00277070776605,114.3321191871093,114.46721694160496
A,A,Healthcare,Diagnostics & Research,2026-04-30,115.5500030517578,111.3000030517578,115.42100016276042,111.29145191480168,132.60411365725906,110.48667145630398,110.66480770603856
A,A,Healthcare,Diagnostics & Research,2026-05-01,114.5199966430664,115.5500030517578,115.55600026448568,115.54705269176837,132.27723517719755,115.2834175280707,115.46742153740763
A,A,Healthcare,Diagnostics & Research,2026-05-04,112.18000030517578,114.5199966430664,115.64833348592123,114.51567770443741,131.93436436854273,113.80983067104526,114.17281661633929
A,A,Healthcare,Diagnostics & Research,2026-05-05,117.52999877929688,112.18000030517578,115.67766672770182,112.17262033135734,131.54453858609733,111.33784294635248,111.66436783485082
A,A,Healthcare,Diagnostics & Research,2026-05-06,117.69000244140624,117.52999877929688,115.86133346557617,117.52972689581088,131.25651887350767,117.08347312926486,117.44090294838912
A,A,Healthcare,Diagnostics & Research,2026-05-07,118.6500015258789,117.69000244140624,115.97766698201498,117.68994810158286,130.96810654816477,117.41555562205825,117.79905532288055
A,A,Healthcare,Diagnostics & Research,2026-05-08,115.62000274658205,118.6500015258789,116.16666692097982,118.65125469870206,130.66891000417547,119.08150897762638,118.92208393864951
A,A,Healthcare,Diagnostics & Research,2026-05-11,111.45999908447266,115.62000274658205,116.2380002339681,115.61716947706618,130.33865769251867,115.627005047944,115.63626595777569
A,A,Healthcare,Diagnostics & Research,2026-05-12,112.9000015258789,111.45999908447266,116.27866694132487,111.45174499716032,129.95108223600707,111.05232135113911,111.2055524982714
A,A,Healthcare,Diagnostics & Research,2026-05-13,112.73999786376952,112.9000015258789,116.30833358764649,112.89361043602605,129.57188665908308,112.70486922816377,112.60574140112966
A,A,Healthcare,Diagnostics & Research,2026-05-14,113.26000213623048,112.73999786376952,116.26700007120768,112.73340868007344,129.25881543729722,112.88501807465585,112.53506155926947
A,A,Healthcare,Diagnostics & Research,2026-05-15,111.6999969482422,113.26000213623048,116.22433344523112,113.25409387075841,128.95322068803705,113.03351313843204,112.91476902664942
A,A,Healthcare,Diagnostics & Research,2026-05-18,112.11000061035156,111.6999969482422,116.09833323160807,111.69209295473718,128.591746504013,111.42184479010578,111.37246702155623
A,A,Healthcare,Diagnostics & Research,2026-05-19,110.56999969482422,112.11000061035156,116.00733337402343,112.1026303195723,128.2438308818588,112.10300304368705,111.99401653628694
A,A,Healthcare,Diagnostics & Research,2026-05-20,113.77999877929688,110.56999969482422,115.89700012207031,110.56068770441023,127.88250124284882,109.89708324745968,110.08361128520154
A,A,Healthcare,Diagnostics & Research,2026-05-21,114.79000091552734,113.77999877929688,115.79233347574869,113.77479382228708,127.56977721327502,113.39621536040697,113.53975569294748
A,A,Healthcare,Diagnostics & Research,2026-05-22,114.95999908447266,114.79000091552734,115.77233352661133,114.78611479186755,127.27337397406089,114.41097600970991,114.60399217873028
A,A,Healthcare,Diagnostics & Research,2026-05-26,115.08000183105467,114.95999908447266,115.76900024414063,114.95633983963914,126.94284151096933,114.8942062896666,115.02439430872474
AAL,American Airlines Group Inc.,Industrials,Airlines,2026-01-15,15.710000038146973,15.140000343322754,15.369333330790202,15.140803309000896,13.022773966152679,15.121130386422895,15.115339862956647
AAL,American Airlines Group Inc.,Industrials,Airlines,2026-01-16,15.369999885559082,15.710000038146973,15.418333339691163,15.711711736089418,13.111297642733096,15.748514311198166,15.735490527359701
AAL,American Airlines Group Inc.,Industrials,Airlines,2026-01-20,14.789999961853027,15.369999885559082,15.445333321889242,15.371163192177594,13.193537251634043,15.359043002537494,15.346888473552687
AAL,American Airlines Group Inc.,Industrials,Airlines,2026-01-21,15.149999618530272,14.789999961853027,15.460333315531413,14.790258249063749,13.268593541360454,14.68983436332018,14.711965655906084
AAL,American Airlines Group Inc.,Industrials,Airlines,2026-01-22,15.020000457763672,15.149999618530272,15.471666622161866,15.150813354409834,13.349535485745715,15.098958249321184,15.123635953827069
AAL,American Airlines Group Inc.,Industrials,Airlines,2026-01-23,14.670000076293944,15.020000457763672,15.476999982198079,15.020611047450842,13.43168150755183,14.926297545788065,14.974628764932536
AAL,American Airlines Group Inc.,Industrials,Airlines,2026-01-26,14.56999969482422,14.670000076293944,15.464999993642172,14.67007539316909,13.50877598700575,14.568010865822638,14.585475759700577
AAL,American Airlines Group Inc.,Industrials,Airlines,2026-01-27,13.550000190734863,14.56999969482422,15.445999972025554,14.569924748180451,13.571570524038274,14.435128397293514,14.483781830976238
AAL,American Airlines Group Inc.,Industrials,Airlines,2026-01-28,13.4399995803833,13.550000190734863,15.398999977111817,13.54845627171769,13.61784573662163,13.34826696951669,13.400206585019996
AAL,American Airlines Group Inc.,Industrials,Airlines,2026-01-29,13.510000228881836,13.4399995803833,15.348333295186361,13.438306505773209,13.664625917162216,13.26258992578835,13.29783958231163
AAL,American Airlines Group Inc.,Industrials,Airlines,2026-01-30,13.300000190734863,13.510000228881836,15.28766663869222,13.508405773848,13.712472310262536,13.356980855981172,13.388279363273979
AAL,American Airlines Group Inc.,Industrials,Airlines,2026-02-02,13.6899995803833,13.300000190734863,15.197999986012777,13.298121918752763,13.758776303329128,13.101988984615925,13.150164749078902
AAL,American Airlines Group Inc.,Industrials,Airlines,2026-02-03,14.010000228881836,13.6899995803833,15.137333297729493,13.688658702682385,13.808199553187242,13.53244877707359,13.583879098567364
AAL,American Airlines Group Inc.,Industrials,Airlines,2026-02-04,14.43000030517578,14.010000228881836,15.083999983469646,14.009111725542592,13.863167305730865,13.934299449507469,13.97795646803574
AAL,American Airlines Group Inc.,Industrials,Airlines,2026-02-05,14.15999984741211,14.43000030517578,15.039000002543132,14.429719833024244,13.923310869703382,14.359909805557878,14.418251148665764
AAL,American Airlines Group Inc.,Industrials,Airlines,2026-02-06,15.239999771118164,14.15999984741211,14.968999989827473,14.15932822200496,13.980508427748692,14.07675587472066,14.131775285250242
AAL,American Airlines Group Inc.,Industrials,Airlines,2026-02-09,14.989999771118164,15.239999771118164,14.956999969482421,15.240937524802147,14.056066818378433,15.298203895072788,15.320157856097692
AAL,American Airlines Group Inc.,Industrials,Airlines,2026-02-10,15.100000381469728,14.989999771118164,14.933999951680502,14.990553986719823,14.128623251594432,15.032659986823331,15.04245165139093
AAL,American Airlines Group Inc.,Industrials,Airlines,2026-02-11,14.350000381469728,15.100000381469728,14.922666645050048,15.100720923451481,14.204005538870723,15.26443465081708,15.191628816564712
AAL,American Airlines Group Inc.,Industrials,Airlines,2026-02-12,14.050000190734863,14.350000381469728,14.896333312988281,14.349605857597892,14.263262176139754,14.444322565062835,14.368017871422818
AAL,American Airlines Group Inc.,Industrials,Airlines,2026-02-13,13.880000114440918,14.050000190734863,14.853666655222575,14.049177326865372,14.316285639871253,14.105173336639536,14.055345311633458
AAL,American Airlines Group Inc.,Industrials,Airlines,2026-02-17,14.399999618530272,13.880000114440918,14.80533332824707,13.878939937590303,14.36562985417392,13.939373402256338,13.850564477698345
AAL,American Airlines Group Inc.,Industrials,Airlines,2026-02-18,14.100000381469728,14.399999618530272,14.769333330790202,14.399679010307311,14.419277478175076,14.472994103407647,14.39910183020925
AAL,American Airlines Group Inc.,Industrials,Airlines,2026-02-19,13.350000381469728,14.100000381469728,14.711666679382324,14.099251661928669,14.470137538444325,14.109032134454699,14.0623264410074
AAL,American Airlines Group Inc.,Industrials,Airlines,2026-02-20,13.59000015258789,13.350000381469728,14.634333356221516,13.348224264818247,14.510153670061598,13.246549658235404,13.264734955371985
AAL,American Airlines Group Inc.,Industrials,Airlines,2026-02-23,12.93000030517578,13.59000015258789,14.554333368937174,13.588548718601631,14.553595777240336,13.534277690363034,13.53836288183552
AAL,American Airlines Group Inc.,Industrials,Airlines,2026-02-24,13.149999618530272,12.93000030517578,14.461000061035156,12.927681791591608,14.585665911641513,12.737497679699905,12.795458007316384
AAL,American Airlines Group Inc.,Industrials,Airlines,2026-02-25,13.31999969482422,13.149999618530272,14.366333389282227,13.147968450944767,14.616446272574368,12.978907929714133,13.0299020521795
AAL,American Airlines Group Inc.,Industrials,Airlines,2026-02-26,13.9399995803833,13.31999969482422,14.277000045776367,13.318194272729643,14.650764869797777,13.153972832200092,13.216891861146454
AAL,American Airlines Group Inc.,Industrials,Airlines,2026-02-27,13.06999969482422,13.9399995803833,14.230000019073486,13.93903459155644,14.693667855410816,13.899649387184214,13.947920560261059
AAL,American Airlines Group Inc.,Industrials,Airlines,2026-03-02,12.520000457763672,13.06999969482422,14.160999997456868,13.067873935667034,14.723275770749343,12.975840609074899,13.011337578683188
AAL,American Airlines Group Inc.,Industrials,Airlines,2026-03-03,12.460000038146973,12.520000457763672,14.054666678110758,12.517187166085188,14.739133298415918,12.391555668159357,12.442018496961014
AAL,American Airlines Group Inc.,Industrials,Airlines,2026-03-04,12.460000038146973,12.460000038146973,13.957666683197022,12.457117677005423,14.752783463529408,12.280996284084367,12.355089913018508
AAL,American Airlines Group Inc.,Industrials,Airlines,2026-03-05,11.789999961853027,12.460000038146973,13.880000019073487,12.457121841786073,14.762757851594559,12.306879138824655,12.356767376269419
AAL,American Airlines Group Inc.,Industrials,Airlines,2026-03-06,11.18000030517578,11.789999961853027,13.768000030517578,11.786340377437417,14.758054761863072,11.644398408833549,11.644138537346718
AAL,American Airlines Group Inc.,Industrials,Airlines,2026-03-09,11.4399995803833,11.18000030517578,13.640000025431315,11.175679539370138,14.749760326892588,11.013551785394544,11.013551785394544
AAL,American Airlines Group Inc.,Industrials,Airlines,2026-03-10,11.109999656677246,11.4399995803833,13.532333342234294,11.435962968761375,14.739122554065233,11.3007887318417,11.319149111940373
AAL,American Airlines Group Inc.,Industrials,Airlines,2026-03-11,11.039999961853027,11.109999656677246,13.417000007629394,11.105618059060982,14.721651478630303,10.944593310778682,10.94958123341726
AAL,American Airlines Group Inc.,Industrials,Airlines,2026-03-12,10.550000190734863,11.039999961853027,13.333333333333334,11.035552143424573,14.698994803412067,10.875635775638774,10.875635775638774
AAL,American Airlines Group Inc.,Industrials,Airlines,2026-03-13,10.300000190734863,10.550000190734863,13.237000020345052,10.545069980246794,14.660346226742558,10.392931150707502,10.392931150707502
AAL,American Airlines Group Inc.,Industrials,Airlines,2026-03-16,10.489999771118164,10.300000190734863,13.130000019073487,10.29484048301855,14.613559095319607,10.146653165806736,10.146653165806736
AAL,American Airlines Group Inc.,Industrials,Airlines,2026-03-17,10.859999656677246,10.489999771118164,13.036333338419597,10.485026172371906,14.5677594340655,10.333824020961897,10.345848329964324
AAL,American Airlines Group Inc.,Industrials,Airlines,2026-03-18,10.800000190734863,10.859999656677246,12.942000007629394,10.85539475148821,14.529456133243295,10.711763815328455,10.755041863152194
AAL,American Airlines Group Inc.,Industrials,Airlines,2026-03-19,10.800000190734863,10.800000190734863,12.835000006357829,10.795342052494767,14.493815521990978,10.646683288351968,10.68735004832962
AAL,American Airlines Group Inc.,Industrials,Airlines,2026-03-20,10.43000030517578,10.800000190734863,12.714000002543132,10.79534867715334,14.456216395545836,10.705692355383876,10.727505882162351
AAL,American Airlines Group Inc.,Industrials,Airlines,2026-03-23,10.8100004196167,10.43000030517578,12.589666684468588,10.42499830275674,14.416062725914852,10.357825061023021,10.366300935281172
AAL,American Airlines Group Inc.,Industrials,Airlines,2026-03-24,10.710000038146973,10.8100004196167,12.442000039418538,10.80537198934627,14.38027351051672,10.748941048317207,10.758218666803105
AAL,American Airlines Group Inc.,Industrials,Airlines,2026-03-25,10.739999771118164,10.710000038146973,12.299333381652833,10.705279992834702,14.343983752432141,10.67080085874111,10.657817271934636
AAL,American Airlines Group Inc.,Industrials,Airlines,2026-03-26,10.710000038146973,10.739999771118164,12.154000027974446,10.735315671089662,14.31176848243598,10.71045182531207,10.691779793109239
AAL,American Airlines Group Inc.,Industrials,Airlines,2026-03-27,10.300000190734863,10.710000038146973,12.032666683197021,10.705293323365785,14.276610387296614,10.726132879474633,10.678083702010136
AAL,American Airlines Group Inc.,Industrials,Airlines,2026-03-30,10.18000030517578,10.300000190734863,11.907666683197021,10.294913239483574,14.234458044147784,10.300000190734863,10.250548904900992
AAL,American Airlines Group Inc.,Industrials,Airlines,2026-03-31,10.739999771118164,10.18000030517578,11.784333356221516,10.174811757541685,14.1880996758742,10.149508748474755,10.111028939647456
AAL,American Airlines Group Inc.,Industrials,Airlines,2026-04-01,11.130000114440918,10.739999771118164,11.66233336130778,10.735342017554778,14.147187446738258,10.728072953629487,10.709552145693912
AAL,American Airlines Group Inc.,Industrials,Airlines,2026-04-02,10.84000015258789,11.130000114440918,11.56333335240682,11.125737355081892,14.11125720297372,11.163549678703495,11.133755337177712
AAL,American Airlines Group Inc.,Industrials,Airlines,2026-04-06,10.899999618530272,10.84000015258789,11.479666678110759,10.835453058502393,14.068660925546308,10.844008287868078,10.820590295986214
AAL,American Airlines Group Inc.,Industrials,Airlines,2026-04-07,10.8100004196167,10.899999618530272,11.38999999364217,10.895517988665894,14.029294892927883,10.948148988579861,10.920382322523421
AAL,American Airlines Group Inc.,Industrials,Airlines,2026-04-08,11.40999984741211,10.8100004196167,11.319333330790203,10.805436708970444,13.979797020150281,10.8100004196167,10.81773101890355
AAL,American Airlines Group Inc.,Industrials,Airlines,2026-04-09,11.369999885559082,11.40999984741211,11.261333338419597,11.40605005309142,13.939298061675299,11.482468302957715,11.453118269757226
AAL,American Airlines Group Inc.,Industrials,Airlines,2026-04-10,11.31999969482422,11.369999885559082,11.196333344777425,11.366013755861667,13.899987050450111,11.43499763541729,11.39955644966608
AAL,American Airlines Group Inc.,Industrials,Airlines,2026-04-13,11.229999542236328,11.31999969482422,11.10900001525879,11.315967160413766,13.854584842662103,11.382878740420214,11.356933798048873
AAL,American Airlines Group Inc.,Industrials,Airlines,2026-04-14,12.130000114440918,11.229999542236328,11.047666676839192,11.225880001521617,13.824004932093095,11.327497868754275,11.27981601492753
AAL,American Airlines Group Inc.,Industrials,Airlines,2026-04-15,12.170000076293944,12.130000114440918,11.0346666653951,12.126854999023523,13.79476981300832,12.313321589959141,12.27598590906852
AAL,American Airlines Group Inc.,Industrials,Airlines,2026-04-16,12.270000457763672,12.170000076293944,11.025,12.16690452106051,13.767206101703117,12.323078409802275,12.271845740563187
AAL,American Airlines Group Inc.,Industrials,Airlines,2026-04-17,12.779999732971191,12.270000457763672,11.01866668065389,12.267022826273399,13.740269727169558,12.390234327290356,12.360113484861127
AAL,American Airlines Group Inc.,Industrials,Airlines,2026-04-20,12.239999771118164,12.779999732971191,11.051666673024496,12.777622325884849,13.723341882036621,12.973144694724455,12.933227359330658
AAL,American Airlines Group Inc.,Industrials,Airlines,2026-04-21,11.770000457763672,12.239999771118164,11.086999988555908,12.236996247836283,13.694111183036,12.38274422640733,12.342766414131773
AAL,American Airlines Group Inc.,Industrials,Airlines,2026-04-22,11.5,11.770000457763672,11.09800001780192,11.76648075579894,13.657473930437778,11.870569542348164,11.812126060315494
AAL,American Airlines Group Inc.,Industrials,Airlines,2026-04-23,11.779999732971191,11.5,11.111000029246012,11.4961982879961,13.613199597011747,11.50903896804023,11.487384333883757
AAL,American Airlines Group Inc.,Industrials,Airlines,2026-04-24,12.100000381469728,11.779999732971191,11.135666688283285,11.776500486321305,13.575066731021789,11.821804216759237,11.791076829531663
AAL,American Airlines Group Inc.,Industrials,Airlines,2026-04-27,11.68000030517578,12.100000381469728,11.18733336130778,12.096856369513672,13.541859247423185,12.180897281015264,12.126170986503194
AAL,American Airlines Group Inc.,Industrials,Airlines,2026-04-28,11.640000343322754,11.68000030517578,11.233333365122478,11.676403732275988,13.50405048481211,11.725980447382183,11.68981081668169
AAL,American Airlines Group Inc.,Industrials,Airlines,2026-04-29,11.3100004196167,11.640000343322754,11.271666717529296,11.636366313040119,13.466534838763602,11.592102482088288,11.631160439051378
